id,title,organization,city,state,status,created_date
362f3796-3b1e-4043-a6b9-9dde69e5ea7a,"HWC - Mobile Services Unit - Sallisaw, OK",Stigler Health and Wellness Center Inc.,Sallisaw,OK,ACTIVE,2026-01-29
7e81f465-eaf6-47f6-adad-c5c08b193ada,"Family HealthCare Network - Tulare West Health Center - Tulare, CA",FAMILY HEALTHCARE NETWORK,Tulare,CA,ACTIVE,2026-01-29
bc67a16f-0d4e-4b29-8230-fb014e1f9349,"NorthShore Demotte Health Center - Demotte, IN","NORTHSHORE HEALTH CENTERS, INC",Demotte,IN,ACTIVE,2026-01-29
69077c95-807b-446c-88f8-db12e65293c8,"Ampla Health-Garden Highway - Yuba City, CA",AMPLA HEALTH,Yuba City,CA,ACTIVE,2026-01-29
0bf8fb22-5e62-46b8-9ed7-2fa7948e059a,"The Charlie Center - Austin, TX",TRAVIS COUNTY HEALTHCARE DISTRICT,Austin,TX,ACTIVE,2026-01-29
bdaeb25d-f21c-42b0-860b-19bf5914336b,"Hackley Community Care Hovey Storage - Muskegon, MI",HACKLEY COMMUNITY CARE CENTER INC,Muskegon,MI,ACTIVE,2026-01-29
88de895c-810a-495f-adab-80de6aaf053d,"Hackley Community Care Medical Mobile Unit 2 - Muskegon, MI",HACKLEY COMMUNITY CARE CENTER INC,Muskegon,MI,ACTIVE,2026-01-29
a634dcdf-a1a4-4074-87e8-3a0c9e6d5224,"Bridge Community Health Clinic - Behavioral Health East - Wausau, WI","PRIMARY CONNECTION HEALTHCARE, INC",Wausau,WI,ACTIVE,2026-01-29
97f559c5-39e1-44c4-9fb9-fc11f93f1cd0,Dodge City Middle School School Based Behavioral Health P... (KS),"UNITED METHODIST WESTERN KANSAS MEXICAN-AMERICAN MINISTRIES, INC",Dodge City,KS,ACTIVE,2026-01-29
04129161-f989-4e00-8cde-0a1ded09188a,"Complete Care Community Health Center-Huntington Park - Huntington Park, CA","COMPLETE CARE COMMUNITY HEALTH CENTER, INC.",Huntington Park,CA,ACTIVE,2026-01-29
ccfff00f-41c9-46c3-aebf-359777fba4c0,"Webutuck SBHC - Amenia, NY","Open Door Family Medical Center, Inc.",Amenia,NY,ACTIVE,2026-01-29
64d5fbbb-7667-47d7-b55a-66f152889597,"Bismarck Clinic - Bismarck, ND",NORTHLAND HEALTH PARTNERS COMMUNITY HEALTH CENTER,Bismarck,ND,ACTIVE,2026-01-29
1d5afcc8-58c0-4e48-abdb-c4a560fb0810,"Community Health Center of Cheektowaga - Cheektowaga, NY","COMMUNITY HEALTH CENTER OF BUFFALO, INC",Cheektowaga,NY,ACTIVE,2026-01-29
522758c3-d97f-4c69-b428-36d29e2977ce,"Hialeah Skills Suite 105 - Hialeah, FL",CITRUS HEALTH NETWORK INC,Hialeah,FL,ACTIVE,2026-01-29
219f34e6-d447-4230-8fed-8bfb6e233297,"Advantage health Centers-McNichols - Detroit, MI","DETROIT HEALTH CARE FOR THE HOMELESS, INC",Detroit,MI,ACTIVE,2026-01-29
64709e7c-3590-43f7-813a-a5c0db3502c6,Venice Family Clinic - Lou Colen Children's Health and We... (CA),VENICE FAMILY CLINIC,Los Angeles,CA,ACTIVE,2026-01-29
4fde066f-6379-49f9-96da-cf8a1e6f7f1c,San Bernardino County Department of Public Health-Adminis... (CA),SAN BERNARDINO PUBLIC HEALTH,San Bernardino,CA,ACTIVE,2026-01-29
76450f04-0e65-40d3-8170-03a638655e28,"Fairfield Elementary School - Winnsboro, SC",EAU CLAIRE COOPERATIVE HEALTH CENTER,Winnsboro,SC,ACTIVE,2026-01-29
19a92e78-d22c-4481-a28d-d272477b373d,"BronxCare Psychiatric Adult Outpatient Practice 1 - Bronx, NY",BRONXCARE HEALTH INTEGRATED SERVICES SYSTEM INC.,Bronx,NY,ACTIVE,2026-01-29
63ed11e9-189d-4ee1-87d0-f409fadab631,"Centro Medico Community Clinic, Inc. - Corona, CA","CENTRO MEDICO COMMUNITY CLINIC, INC.",Corona,CA,ACTIVE,2026-01-29
69f779ae-2685-481f-ae88-3a3d4cd29508,"Community Health & Wellness Center North Canaan - Canaan, CT","COMMUNITY HEALTH AND WELLNESS CENTER OF GREATER TORRINGTON, INCORPORATED",Canaan,CT,ACTIVE,2026-01-29
0b9562a5-18e5-48df-9cc5-8709b8193b42,"Marshall High School - Marshall, MO","REGIONAL HEALTH CARE CLINIC, INC.",Marshall,MO,ACTIVE,2026-01-29
934bc295-89a6-4f45-b6f2-432aa64eb0b4,"North Florida Medical Centers, Inc. - Tallahassee, FL","NORTH FLORIDA MEDICAL CENTERS, INC.",Tallahassee,FL,ACTIVE,2026-01-29
50c271a5-ffa4-4fc6-a989-fea58ecbc721,"PanCare Health - Franklin County School Dental Clinic - Eastpoint, FL","PANCARE OF FLORIDA, INC.",Eastpoint,FL,ACTIVE,2026-01-29
53401e48-906a-4711-b9f9-6957870c7837,"C'eyiits' Hwnax Life House Community Health Center - Sutton, AK",SOUTHCENTRAL FOUNDATION,Sutton,AK,ACTIVE,2026-01-29
01a60b24-fbb6-447c-8177-dde129a850cb,"Family Medical Center - Pershing High School - Detroit, MI","FAMILY MEDICAL CENTER OF MICHIGAN, INC.",Detroit,MI,ACTIVE,2026-01-29
86f0d9c1-b22e-4381-b3ff-fdc3f49063d1,"CHCR - 135 Canal St, 3rd Floor - Staten Island, NY",COMMUNITY HEALTH CENTER OF RICHMOND INC,Staten Island,NY,ACTIVE,2026-01-29
1f791da4-9f27-4e62-a1e4-752a95ed5b8e,"Complete Care Community Health Center-Sherman Oaks 2 - Sherman Oaks, CA","COMPLETE CARE COMMUNITY HEALTH CENTER, INC.",Sherman Oaks,CA,ACTIVE,2026-01-29
27a90c95-54a8-4110-8e99-3298edc1c675,"Gloria Hicks Elementary School - Corpus Christi, TX","AMISTAD COMMUNITY HEALTH CENTER, INCORPORATED",Corpus Christi,TX,ACTIVE,2026-01-29
7438c394-0eb3-48e3-8e45-77f717e0fae0,"Boys and Girls Club of Souhegan Valley - Milford, NH","Harbor Homes, Inc.",Milford,NH,ACTIVE,2026-01-29
e6620497-da97-414c-a150-23772ec9bfb4,"Socorro Middle School - Socorro, TX",PROJECT VIDA HEALTH CENTER,Socorro,TX,ACTIVE,2026-01-29
b0f0ae3b-29bc-425a-bce8-ca0590a52119,"Mission Bell Elementary School - Jurupa Valley, CA",NEIGHBORHOOD HEALTHCARE,Jurupa Valley,CA,ACTIVE,2026-01-29
f72b104e-5e4a-49f0-816f-24cab48d36e7,"PCC - Camino - Austin, TX",PEOPLES COMMUNITY CLINIC,Austin,TX,ACTIVE,2026-01-29
12688a88-13f3-49a8-bc5e-965d805d7d19,"Summit Cove Elementary - Dillon, CO","SUMMIT COMMUNITY CARE CLINIC, INC.",Dillon,CO,ACTIVE,2026-01-29
fe2f68d3-7c4e-47e5-a8cf-00d458e59956,"Community Medical Centers, St. Mary's Community Services - Stockton, CA","COMMUNITY MEDICAL CENTERS, INC.",Stockton,CA,ACTIVE,2026-01-29
afca2ef1-7bd8-4a72-98e9-506669c574e3,"SBHC - Leakesville Jr High - Leakesville, MS",COASTAL FAMILY HEALTH CENTER,Leakesville,MS,ACTIVE,2026-01-29
98cb397e-6e50-4df1-81fd-231cf203b510,"Compass Health Inc. - Columbia, MO","COMPASS HEALTH, INC",Columbia,MO,ACTIVE,2026-01-29
aa975ee1-c1ec-46b3-a37a-897e61005668,"OIC Sunset Avenue - Rocky Mount, NC",OPPORTUNITIES INDUSTRIALIZATION CENTER INC,Rocky Mount,NC,ACTIVE,2026-01-29
d41b2163-93e5-4ac8-960d-04447f2ce324,"Terrell County School-Based Health Center - Dawson, GA","Albany Area Primary Health Care, Inc.",Dawson,GA,ACTIVE,2026-01-29
166fa333-307f-4c10-a852-30148d3ece4f,"RKM at South Live Oak Elementary - Denham Springs, LA","PRIMARY CARE PROVIDERS FOR A HEALTHY FELICIANA, INC.",Denham Springs,LA,ACTIVE,2026-01-29
25968536-b0c1-4946-87a1-3c68ccbb16ef,"Heritage Health SBHC Timberlake Junior High - Spirit Lake, ID",DIRNE COMMUNITY HEALTH CENTER,Spirit Lake,ID,ACTIVE,2026-01-29
42f5ff1b-f703-45a6-8700-f59f7a71cbd9,"Bethel Middle School SBHC - Bethel, CT","COMMUNITY HEALTH CENTER, INCORPORATED",Bethel,CT,ACTIVE,2026-01-29
9db0b515-bb52-49c5-8ed7-30617b3a5312,"Holy Family Shelter Clinic - Indianapolis, IN","Health Net, Inc.",Indianapolis,IN,ACTIVE,2026-01-29
e453ad06-1284-4b92-92d2-494e3f2ffe17,"LifeLong Our Place - Oakland, CA",LIFELONG MEDICAL CARE,Oakland,CA,ACTIVE,2026-01-29
7389d505-6a7f-40b6-9359-c31b11f5ec9b,"San Ysidro Health Corporate Office - San Ysidro, CA","CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC.",San Ysidro,CA,ACTIVE,2026-01-29
2cd99c7b-273f-4b8b-aa99-98fb82f3dcb5,"Hollandale Satellite - Hollandale, MS","DELTA HEALTH CENTER, INC.",Hollandale,MS,ACTIVE,2026-01-29
de209287-dff2-400e-ba9a-2e3b7472dfe7,"Global Preparatory Academy - Charter School - Indianapolis, IN",SHALOM HEALTH CARE CENTER INC,Indianapolis,IN,ACTIVE,2026-01-29
fabdebda-3ab1-4550-b2da-f2f18e957465,"Catholic Community Services Federal Way Day Center - Federal Way, WA",KING COUNTY,Federal Way,WA,ACTIVE,2026-01-29
65ae613d-0947-43c2-900e-43dbaaf63f41,"Northern Waters Environmental School- Meeting Room - Hayward, WI","LAKES COMMUNITY HEALTH CENTER, INC THE",Hayward,WI,ACTIVE,2026-01-29
98cb43f6-02d4-403b-b06c-7a4be40c178b,"Mobile Unit #2 - Richmond, TX","FORT BEND FAMILY HEALTH CENTER, INC",Richmond,TX,ACTIVE,2026-01-29
45d49d73-3ab9-4c5e-aae0-f9a78126ee32,"Pebble Hills High School - El Paso, TX",PROJECT VIDA HEALTH CENTER,El Paso,TX,ACTIVE,2026-01-29
45c5d71f-27a2-43ab-a6fd-c04538b38a93,"East End Community Health Center - Pittsburgh, PA",PRIMARY CARE HEALTH SERVICES INC,Pittsburgh,PA,ACTIVE,2026-01-29
b2688f3d-523c-4f11-ab3d-d5555858d3ca,"Compass Health, Inc. - Moberly, MO","COMPASS HEALTH, INC",Moberly,MO,ACTIVE,2026-01-29
3f52c277-864d-4d38-a8f0-edf7ce0795ea,"Upshur County PALS Wellness Center - Buckhannon, WV","COMMUNITY CARE OF WEST VIRGINIA, INC.",Buckhannon,WV,ACTIVE,2026-01-29
ed38bf6e-8476-4203-8635-b5baa60f02fc,"Community Care Connections of Buckhannon - Buckhannon, WV","COMMUNITY CARE OF WEST VIRGINIA, INC.",Buckhannon,WV,ACTIVE,2026-01-29
321bbb4a-e82d-4111-99f4-1b2d907b9b44,"Advantage Health - Warren, MI","DETROIT HEALTH CARE FOR THE HOMELESS, INC",Warren,MI,ACTIVE,2026-01-29
7815fe1c-b30b-4b34-964b-0fe52129c0f4,"MAHEC at Koontz Intermediate - Asheville, NC","Mountain Area Health Education Center, INC.",Asheville,NC,ACTIVE,2026-01-29
0f14f63d-b620-47a4-963b-918e66c6cf7f,"Keystone Agricultural Worker Program - Adams Co. - Gardners, PA",KEYSTONE RURAL HEALTH CENTER,Gardners,PA,ACTIVE,2026-01-29
9c28e359-8b0a-4b57-b7af-cc6e19301087,"New Owen - Owenton, KY",TRIAD HEALTH SYSYEMS INC,Owenton,KY,ACTIVE,2026-01-29
1a807479-56df-4d23-8a0b-f0d6faf3bfca,"La Casa SB Dental Program Freshman Campus - Clovis, NM","LA CASA DE BUENA SALUD, INC.",Clovis,NM,ACTIVE,2026-01-29
d2b1ccdb-9b52-4e46-92fd-88bf750c2a91,"Hesperia Community Health Center - Hesperia, CA",HEALTH SERVICE ALLIANCE,Hesperia,CA,ACTIVE,2026-01-29
312495cc-6aea-401a-9d1a-a70ca58fe76f,"CHN MDC Wolfson - Miami, FL",CITRUS HEALTH NETWORK INC,Miami,FL,ACTIVE,2026-01-29
a70a0393-7722-41cd-925a-af63767e9678,"CAA Health, Behavioral Health, and Dental Center at East ... (OH)","Community Action Agency of Columbiana County, Inc.",East Liverpool,OH,ACTIVE,2026-01-29
b0522594-50e7-42a5-b772-0f053eb98705,"Farmington R-VII High School - Farmington, MO",GREAT MINES HEALTH CENTER,Farmington,MO,ACTIVE,2026-01-29
2f02eb0f-f690-4dd1-aee4-42e0add347d3,"MACKINAW CITY PUBLIC SCHOOLS - Mackinaw City, MI",THUNDER BAY COMMUNITY HEALTH SERVICE INC,Mackinaw City,MI,ACTIVE,2026-01-29
d70aeb92-1d23-4418-9ee7-f2398d1a7c38,"MyCHN Webster - Webster, TX","STEPHEN F. AUSTIN COMMUNITY HEALTH CENTER, INC.",Webster,TX,ACTIVE,2026-01-29
f56bef17-3423-4796-aa72-867d59f0a820,"Wilson Street Integrated Health - Manchester, NH",CITY OF MANCHESTER,Manchester,NH,ACTIVE,2026-01-29
d6f29d78-0cb6-4009-9135-40ea34402e87,"AVV Health Centers Mobile - Porter, OK",ARKANSAS VERDIGRIS VALLEY HEAL,Porter,OK,ACTIVE,2026-01-29
440f3019-dd85-4c07-b4c2-f0401a8a43fd,"Sea Mar CHC - Lakewood Bridgeport Way W - Lakewood, WA",SEA MAR COMMUNITY HEALTH CENTERS,Lakewood,WA,ACTIVE,2026-01-29
fc023888-e127-43a3-acec-9999c2a39ff8,"Shelton High School - SBHC - Shelton, CT","OPTIMUS HEALTH CARE, INC.",Shelton,CT,ACTIVE,2026-01-29
8b434f7d-7c9d-4dda-bf0e-bb5a60d88fab,"Maurice Bowling Middle School - Owenton, KY",TRIAD HEALTH SYSYEMS INC,Owenton,KY,ACTIVE,2026-01-29
5c1c10eb-b2d0-4ec5-bf4a-c141bc445dec,"Patterson Elementary School - Mesa, AZ","VALLE DEL SOL, INC",Mesa,AZ,ACTIVE,2026-01-29
353a4735-dfe9-4821-b7cb-f379b87ea592,"Blue Ridge Health - Glenn C Marlow Elementary School - Mills River, NC","BLUE RIDGE COMMUNITY HEALTH SERVICES, INC.",Mills River,NC,ACTIVE,2026-01-29
700f18d3-1e13-4918-b2d5-ede26d98d553,OneWorld Community Health Centers South High School-Based... (NE),ONEWORLD COMMUNITY HEALTH CENTERS INC,Omaha,NE,ACTIVE,2026-01-29
5a5bde6b-d90f-44f7-b64b-5ef9d86b27c0,"Portales Junior High School Based Dental - Portales, NM","LA CASA DE BUENA SALUD, INC.",Portales,NM,ACTIVE,2026-01-29
bf7d78ac-feb5-42d2-897a-57df83dc2637,"CCI-Ora Glen - Greenbelt, MD","THE COMMUNITY CLINIC, INC.",Greenbelt,MD,ACTIVE,2026-01-29
d16b17fe-7cf1-435f-b8bc-65a47ae8dd95,"Georgia Health Center - Fairfax, VT","THE RICHFORD HEALTH CENTER, INC",Fairfax,VT,ACTIVE,2026-01-29
72326d9e-3ac5-4447-bd42-5b4ac96e3b4e,"INTUNE Mobile Clinic - Longview, TX",SPECIAL HEALTH RESOURCES FOR TEXAS INC,Longview,TX,ACTIVE,2026-01-29
86e9dd2e-3ae5-470a-b924-d143e54a6b30,"Frametown Elementary School Wellness Center - Frametown, WV","COMMUNITY CARE OF WEST VIRGINIA, INC.",Frametown,WV,ACTIVE,2026-01-29
a94b83cf-2570-49cd-afb7-afd47f7a9ae8,"HealthLinc La Porte Pediatrics - La Porte, IN",HEALTHLINC INC,La Porte,IN,ACTIVE,2026-01-29
4d8220ea-af56-490b-afe1-3f3b0ee4d7eb,"ReGenesis Health Care - Boiling Springs Middle School - Inman, SC",REGENESIS HEALTH CARE INC,Inman,SC,ACTIVE,2026-01-29
af916182-eb14-41fa-a8b8-820b27b5ad77,"BTAMC FAMILY WELLNESS CENTER - Huntingdon, PA","THE BROAD TOP AREA MEDICAL CENTER, INC.",Huntingdon,PA,ACTIVE,2026-01-29
51f4441a-3f34-40e9-8c37-59cce4b615c0,"Complete Care Community Health Center Inc--Porterville - Porterville, CA","COMPLETE CARE COMMUNITY HEALTH CENTER, INC.",Porterville,CA,ACTIVE,2026-01-29
9fc521f1-de6e-4268-8895-d8b8ad180d9b,"La Posada - Santa Barbara, CA",COUNTY OF SANTA BARBARA,Santa Barbara,CA,ACTIVE,2026-01-29
e11edda5-c912-4332-a7c9-eb645d9022da,"APLA Health - 3717 S. La Brea, Suite 204 - Los Angeles, CA",APLA HEALTH & WELLNESS,Los Angeles,CA,ACTIVE,2026-01-29
3543f936-e88d-4fb3-b6a7-b75f96945a62,"St. Francis Way Clinic - Litchfield, IL","Macoupin, County of",Litchfield,IL,ACTIVE,2026-01-29
d9036948-8a9c-4cb8-9a18-a30c5f9353fd,"Coolidge HS/Ida B Wells MS (SBHC) - Washington, DC",MARY'S CENTER FOR MATERNAL AND CHILD CARE INC.,Washington,DC,ACTIVE,2026-01-29
92351085-7882-4f1f-bea2-9cce9add4e37,"Family Health Matters Dental Clinic - Anaheim, CA",NORTH ORANGE COUNTY REGIONAL HEALTH FOUNDATION,Anaheim,CA,ACTIVE,2026-01-29
1f1d62a6-7840-4f10-a0e6-15ca052d7b80,"North Mac CUSD #34 - Girard, IL","Macoupin, County of",Girard,IL,ACTIVE,2026-01-29
1888df60-0e36-4b31-a5a8-e6624a9a48fc,"GPHA - Cristo Rey Health Suite - Philadelphia, PA",GREATER PHILADELPHIA HEALTH ACTION INC,Philadelphia,PA,ACTIVE,2026-01-29
b3ca26a9-5a33-4af3-9609-0c64a8814651,"Clubhouse - Hialeah, FL",CITRUS HEALTH NETWORK INC,Hialeah,FL,ACTIVE,2026-01-29
0717893e-f370-47f5-adc9-5835d61ac04a,"Sea Mar CHC - Mobile Van #1 - Seattle, WA",SEA MAR COMMUNITY HEALTH CENTERS,Seattle,WA,ACTIVE,2026-01-29
686ee68f-ce32-4c83-b12d-08a0962add3a,"Denver Health and Hosptials - Denver, CO",Denver Health and Hospital Authority,Denver,CO,ACTIVE,2026-01-29
20ac3643-8d71-480c-97e1-98f3a650acf4,"Compass Health - Mobile 1 - Arnold, MO","COMPASS HEALTH, INC",Arnold,MO,ACTIVE,2026-01-29
dd988f22-132c-4674-b9aa-7998fdc23bad,"NeoMed Center-Juncos - Gurabo Abajo, PR","NEOMED CENTER, INC",Gurabo Abajo,PR,ACTIVE,2026-01-29
918e3687-3130-4cad-8c90-c0a501baff65,Southeast Community Health Systems - Zachary Elementary S... (LA),SOUTHEAST COMMUNITY HEALTH SYSTEMS,Zachary,LA,ACTIVE,2026-01-29
258d425f-e13b-4cb7-b4d0-f77fbde95202,"One Health - Lovell - Lovell, WY",BIGHORN VALLEY HEALTH CENTER INC,Lovell,WY,ACTIVE,2026-01-29
3feb1edd-3dae-43ca-953d-961951ae67e8,"Information Technology Office - Minot, ND",NORTHLAND HEALTH PARTNERS COMMUNITY HEALTH CENTER,Minot,ND,ACTIVE,2026-01-29
b1fd9975-d0b7-4fe2-a5d6-cad545b050ba,"Palm Center Adult Support Services - Hialeah, FL",CITRUS HEALTH NETWORK INC,Hialeah,FL,ACTIVE,2026-01-29
22fc7203-dfb2-4dc2-97ff-5e352d3aaa45,"Clay Avenue Health Center, Floor 1 - Bronx, NY",LA CASA DE SALUD INC,Bronx,NY,ACTIVE,2026-01-29
127b0593-af12-467f-a13a-5848121591dd,"Primary Health Care - West Side Clinic - Urbandale, IA",PRIMARY HEALTH CARE INC,Urbandale,IA,ACTIVE,2026-01-29
ce1916ba-c871-4a5f-9c55-80bce6a79de3,"The Floating Hospital - Long Island City, NY",FLOATING HOSPITAL INCORPORATED THE,Long Island City,NY,ACTIVE,2026-01-29
845eb941-b9ec-4871-802a-412564cb9a06,"Compass Health Cedar County Clinic - El Dorado Springs, MO","COMPASS HEALTH, INC",El Dorado Springs,MO,ACTIVE,2026-01-29
9129e79e-d9da-4027-8f5e-beae3329fa52,"El Centro Family Health Administration - Espanola, NM",EL CENTRO FAMILY HEALTH,Espanola,NM,ACTIVE,2026-01-29
a0c37ab7-5384-402a-9dec-a70729cfb17b,"Northwestern Community Unit School District #2 - Palmyra, IL","Macoupin, County of",Palmyra,IL,ACTIVE,2026-01-29
afc92620-025f-4370-9e29-65e6d1eabe9c,"Corporate Office - Los Angeles, CA",CENTRAL NEIGHBORHOOD HEALTH FOUNDATION,Los Angeles,CA,ACTIVE,2026-01-29
b2422428-ab7f-4ded-8977-ceb00038a02d,"One Community Health - Hood River Middle School - Hood River, OR",ONE COMMUNITY HEALTH,Hood River,OR,ACTIVE,2026-01-29
a6d9d830-bf6c-4d82-8501-2e453bc70684,"Neighborhood Family Practice Administrative Office - Cleveland, OH",NEIGHBORHOOD HEALTH CARE INCORPORATED,Cleveland,OH,ACTIVE,2026-01-29
6d473ccc-6d54-403a-a2c6-9a23d8d6fa77,"Union Community Care Administration - Lancaster, PA",UNION COMMUNITY CARE,Lancaster,PA,ACTIVE,2026-01-29
2f2ef177-3462-425b-946b-079ac5ac0016,"Kane Dental and Primary Care Center - Kane, PA","KEYSTONE RURAL HEALTH CONSORTIA, INC.",Kane,PA,ACTIVE,2026-01-29
0fc2a837-ebc4-4d7d-b356-0b565efdbeb7,"Middletown Expulsion Program SBHC - Middletown, CT","COMMUNITY HEALTH CENTER, INCORPORATED",Middletown,CT,ACTIVE,2026-01-29
1fd65c14-2c66-4a55-8d0c-80ea79d32e3f,"Community Health Care, Inc. MCSA Muscatine - Muscatine, IA","COMMUNITY HEALTH CARE, INC.",Muscatine,IA,ACTIVE,2026-01-29
3369b876-c6a0-412a-ab54-606e479d2b10,"The Wright Center for Community Health Tunkhannock Practice - Tunkhannock, PA",THE WRIGHT CENTER MEDICAL GROUP,Tunkhannock,PA,ACTIVE,2026-01-29
616cf845-4ff7-4672-8c14-9646a81fae21,"Stolley Park Elementary School - Grand Island, NE",HEARTLAND HEALTH CENTER INC,Grand Island,NE,ACTIVE,2026-01-29
e6e57b35-60a7-4a63-a21f-355654a67a3f,"Hope Family Care Center, 3027 Prospect Ave., Kansas City,... (MO)",HOPE FAMILY CARE CENTER LLC,Kansas City,MO,ACTIVE,2026-01-29
0d404c78-c31e-4579-893f-6cd71d713a84,"White House Clinics Leadership Suite - Richmond, KY","HEALTH HELP, INCORPORATED",Richmond,KY,ACTIVE,2026-01-29
ab347269-550b-4025-a6d5-7c5e998b6b4d,"Sea Mar CHC - Auburn Mountainview High School - Auburn, WA",SEA MAR COMMUNITY HEALTH CENTERS,Auburn,WA,ACTIVE,2026-01-29
18db7a93-c10e-477d-8c84-e988789ced8b,"Care Found Here: Junius St - Brooklyn, NY",CARE FOR THE HOMELESS,Brooklyn,NY,ACTIVE,2026-01-29
cc8cfb96-33a5-4e0a-b294-df0e992632a5,"FamilyCare Health Centers - Poca School Mobile Unit - Eleanor, WV","WOMENCARE, INC",Eleanor,WV,ACTIVE,2026-01-29
fe759b72-a06e-4ecf-b6bc-67926698026a,"FamilyCare Health Center - Putnam County Mobile Unit - Eleanor, WV","WOMENCARE, INC",Eleanor,WV,ACTIVE,2026-01-29
9a21be6a-c8e0-4ef2-875b-dd05df5ed8b7,"Samuel U. Rodgers Health Center - East - Kansas City, MO","SAMUEL U. RODGERS HEALTH CENTER, INC",Kansas City,MO,ACTIVE,2026-01-29
490f2df9-a8e0-4f5b-956d-b5c8bfb648fb,"Kansas City CARE Clinic - 3507 - Kansas City, MO",KANSAS CITY CARE CLINIC,Kansas City,MO,ACTIVE,2026-01-29
1c3f00af-2335-4c32-aa8d-05bf737aae3a,"CASTLEMONT HIGH SCHOOL-YOUTH UPRISING - Oakland, CA",CHILDREN'S HOSPITAL & RESEARCH CENTER AT OAKLAND,Oakland,CA,ACTIVE,2026-01-29
2dfbb289-0e50-4edb-b44b-8480c1903d29,"Cass County Health Clinic Beardstown - Beardstown, IL",CASS COUNTY PUBLIC HEALTH DEPARTMENT,Beardstown,IL,ACTIVE,2026-01-29
d8167f55-5e9d-490d-98ef-9c57d7a6ac8f,"Palm Center Adult Support Services - Hialeah, FL",CITRUS HEALTH NETWORK INC,Hialeah,FL,ACTIVE,2026-01-29
af70127e-8e61-41d6-a1cf-94eeedc660e5,"Gower Family Medicine - Gower, MO",NORTHWEST HEALTH SERVICES INC,Gower,MO,ACTIVE,2026-01-29
58927db3-8445-4e42-bb9d-76fdd8517668,"Collinwood Health Center - Cleveland, OH","METROHEALTH SYSTEM, THE",Cleveland,OH,ACTIVE,2026-01-29
0169a7f9-e383-4958-bef8-c8fc0a8ab55f,"Laurel Medical Center - Marshall, NC",HOT SPRINGS HEALTH PROGRAM INC,Marshall,NC,ACTIVE,2026-01-29
7e3927be-935f-4934-a62a-42b241853702,"Family Health Centers Omak - Omak, WA",FAMILY HEALTH CENTERS,Omak,WA,ACTIVE,2026-01-29
500f4636-1a10-42e4-a0b5-86fd7cea0be6,"Washington High School - Washington, IN",GOOD SAMARITAN FAMILY HEALTH CENTER INC,Washington,IN,ACTIVE,2026-01-29
48bc32f5-9f1d-43cd-9f15-e77778bc49ff,"TCCH Richland - Medical - Richland, WA",TRI-CITIES COMMUNITY HEALTH,Richland,WA,ACTIVE,2026-01-29
5747ce35-e3c2-4c6b-8283-6789fb519b34,"Central Elementary School - Escondido, CA",NEIGHBORHOOD HEALTHCARE,Escondido,CA,ACTIVE,2026-01-29
c92a6e3d-ca7d-49d6-802a-ce924357aa4e,"PMS - Western NM Medical Group - Gallup PSR - Gallup, NM",PRESBYTERIAN MEDICAL SERVICES,Gallup,NM,ACTIVE,2026-01-29
c8a7f311-855e-4b4c-9db1-22bc97f86d17,"Ampla Health Marysville Medical at the Cannery - Marysville, CA",AMPLA HEALTH,Marysville,CA,ACTIVE,2026-01-29
9e775d1d-8a46-48b2-9e16-cf50262a6185,"Chapel Hill Community Health Center - Chapel Hill, NC",PIEDMONT HEALTH SERVICES INC,Chapel Hill,NC,ACTIVE,2026-01-29
1d139cb2-a2a2-4ee4-83f4-4636e95de724,"Van Pelt Elementary School - Bristol, VA",SOUTHWEST VIRGINIA COMMUNITY HEALTH,Bristol,VA,ACTIVE,2026-01-29
a554b8c6-a550-4245-b93f-747a594ddf8c,"Siloam Springs Medical Center - Siloam Springs, AR","St. Francis House NWA, Inc.",Siloam Springs,AR,ACTIVE,2026-01-29
1e6faf4c-00fb-4409-b3d4-3cf005f8b31d,"Jonathan Williams Child Health Clinic - Brooklyn, NY",NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,Brooklyn,NY,ACTIVE,2026-01-29
82244819-5419-4cbb-8e11-947889393a75,"HCHC Elkton - Elkton, VA","HARRISONBURG COMMUNITY HEALTH CENTER, INC.",Elkton,VA,ACTIVE,2026-01-29
283e3e2e-7d29-402b-ae8f-4c324ded288e,"WFHC Mobile Medical Unit - Vero Beach, FL","WHOLE FAMILY HEALTH CENTER, INC.",Vero Beach,FL,ACTIVE,2026-01-29
6efe121e-2f40-4b49-901c-1c22c92ebc3d,"CREC Head Start at the Swift Factory SBHC - Hartford, CT","COMMUNITY HEALTH CENTER, INCORPORATED",Hartford,CT,ACTIVE,2026-01-29
ee995e05-2b33-4571-82b0-578790a7aa21,"219 Health Network, Inc. - Munster, IN",219 HEALTH NETWORK INC,Munster,IN,ACTIVE,2026-01-29
083ac343-942d-4319-8efb-be60a2350692,"Capitol City Family Health Center @ Donaldsonville - Donaldsonville, LA",CAPITOL CITY FAMILY HEALTH CENTER INCORPORATED,Donaldsonville,LA,ACTIVE,2026-01-29
1c9bed4e-d471-4030-a17f-097f8e9b553c,"College Park Elementary Community Clinic - Ocala, FL",HEART OF FLORIDA HEALTH CENTER,Ocala,FL,ACTIVE,2026-01-29
